segment_id,segment_name,occcd,issue,level
6.0,6. Engineering & Design,33-1000,missing_in_mi,detailed
6.0,6. Engineering & Design,33-1090,missing_in_mi,detailed
6.0,6. Engineering & Design,33-1091,missing_in_mi,detailed
6.0,6. Engineering & Design,33-2000,missing_in_mi,detailed
6.0,6. Engineering & Design,33-2011,missing_in_mi,detailed
6.0,6. Engineering & Design,33-2020,missing_in_mi,detailed
6.0,6. Engineering & Design,33-2021,missing_in_mi,detailed
6.0,6. Engineering & Design,33-9000,missing_in_mi,detailed
6.0,6. Engineering & Design,33-9030,missing_in_mi,detailed
6.0,6. Engineering & Design,33-9090,missing_in_mi,detailed
6.0,6. Engineering & Design,33-9099,missing_in_mi,detailed
6.0,6. Engineering & Design,35-1000,missing_in_mi,detailed
6.0,6. Engineering & Design,35-2000,missing_in_mi,detailed
6.0,6. Engineering & Design,35-2010,missing_in_mi,detailed
6.0,6. Engineering & Design,35-3000,missing_in_mi,detailed
6.0,6. Engineering & Design,35-3023,missing_in_mi,detailed
6.0,6. Engineering & Design,37-1000,missing_in_mi,detailed
6.0,6. Engineering & Design,37-1011,missing_in_mi,detailed
6.0,6. Engineering & Design,37-1012,missing_in_mi,detailed
6.0,6. Engineering & Design,37-2000,missing_in_mi,detailed
6.0,6. Engineering & Design,37-2010,missing_in_mi,detailed
6.0,6. Engineering & Design,37-2012,missing_in_mi,detailed
6.0,6. Engineering & Design,37-3000,missing_in_mi,detailed
6.0,6. Engineering & Design,39-1000,missing_in_mi,detailed
6.0,6. Engineering & Design,39-1022,missing_in_mi,detailed
6.0,6. Engineering & Design,39-2000,missing_in_mi,detailed
6.0,6. Engineering & Design,39-2021,missing_in_mi,detailed
6.0,6. Engineering & Design,39-7000,missing_in_mi,detailed
6.0,6. Engineering & Design,39-7010,missing_in_mi,detailed
6.0,6. Engineering & Design,39-9000,missing_in_mi,detailed
6.0,6. Engineering & Design,39-9011,missing_in_mi,detailed
6.0,6. Engineering & Design,41-1000,missing_in_mi,detailed
6.0,6. Engineering & Design,41-2000,missing_in_mi,detailed
6.0,6. Engineering & Design,41-2010,missing_in_mi,detailed
6.0,6. Engineering & Design,41-2011,missing_in_mi,detailed
6.0,6. Engineering & Design,41-3000,missing_in_mi,detailed
6.0,6. Engineering & Design,41-4000,missing_in_mi,detailed
6.0,6. Engineering & Design,41-9000,missing_in_mi,detailed
6.0,6. Engineering & Design,41-9020,missing_in_mi,detailed
6.0,6. Engineering & Design,41-9022,missing_in_mi,detailed
6.0,6. Engineering & Design,41-9090,missing_in_mi,detailed
6.0,6. Engineering & Design,41-9099,missing_in_mi,detailed
6.0,6. Engineering & Design,43-1000,missing_in_mi,detailed
6.0,6. Engineering & Design,43-3000,missing_in_mi,detailed
6.0,6. Engineering & Design,43-4000,missing_in_mi,detailed
6.0,6. Engineering & Design,43-4071,missing_in_mi,detailed
6.0,6. Engineering & Design,43-4151,missing_in_mi,detailed
6.0,6. Engineering & Design,43-4199,missing_in_mi,detailed
6.0,6. Engineering & Design,43-5000,missing_in_mi,detailed
6.0,6. Engineering & Design,43-5021,missing_in_mi,detailed
6.0,6. Engineering & Design,43-5030,missing_in_mi,detailed
6.0,6. Engineering & Design,43-5031,missing_in_mi,detailed
6.0,6. Engineering & Design,43-5032,missing_in_mi,detailed
6.0,6. Engineering & Design,43-5111,missing_in_mi,detailed
6.0,6. Engineering & Design,43-6000,missing_in_mi,detailed
6.0,6. Engineering & Design,43-6012,missing_in_mi,detailed
6.0,6. Engineering & Design,43-6013,missing_in_mi,detailed
6.0,6. Engineering & Design,43-9000,missing_in_mi,detailed
6.0,6. Engineering & Design,43-9020,missing_in_mi,detailed
6.0,6. Engineering & Design,43-9022,missing_in_mi,detailed
6.0,6. Engineering & Design,43-9051,missing_in_mi,detailed
6.0,6. Engineering & Design,43-9071,missing_in_mi,detailed
6.0,6. Engineering & Design,43-9111,missing_in_mi,detailed
6.0,6. Engineering & Design,45-1000,missing_in_mi,detailed
6.0,6. Engineering & Design,45-1011,missing_in_mi,detailed
6.0,6. Engineering & Design,45-2000,missing_in_mi,detailed
6.0,6. Engineering & Design,45-2011,missing_in_mi,detailed
6.0,6. Engineering & Design,45-2041,missing_in_mi,detailed
6.0,6. Engineering & Design,45-2090,missing_in_mi,detailed
6.0,6. Engineering & Design,45-2092,missing_in_mi,detailed
6.0,6. Engineering & Design,45-2093,missing_in_mi,detailed
6.0,6. Engineering & Design,45-2099,missing_in_mi,detailed
6.0,6. Engineering & Design,47-1000,missing_in_mi,detailed
6.0,6. Engineering & Design,47-2000,missing_in_mi,detailed
6.0,6. Engineering & Design,47-2031,missing_in_mi,detailed
6.0,6. Engineering & Design,47-2050,missing_in_mi,detailed
6.0,6. Engineering & Design,47-2051,missing_in_mi,detailed
6.0,6. Engineering & Design,47-2070,missing_in_mi,detailed
6.0,6. Engineering & Design,47-2073,missing_in_mi,detailed
6.0,6. Engineering & Design,47-2130,missing_in_mi,detailed
6.0,6. Engineering & Design,47-2132,missing_in_mi,detailed
6.0,6. Engineering & Design,47-2140,missing_in_mi,detailed
6.0,6. Engineering & Design,47-2141,missing_in_mi,detailed
6.0,6. Engineering & Design,47-2150,missing_in_mi,detailed
6.0,6. Engineering & Design,47-2171,missing_in_mi,detailed
6.0,6. Engineering & Design,47-2211,missing_in_mi,detailed
6.0,6. Engineering & Design,47-2221,missing_in_mi,detailed
6.0,6. Engineering & Design,47-3000,missing_in_mi,detailed
6.0,6. Engineering & Design,47-3013,missing_in_mi,detailed
6.0,6. Engineering & Design,47-4000,missing_in_mi,detailed
6.0,6. Engineering & Design,47-4041,missing_in_mi,detailed
6.0,6. Engineering & Design,47-4090,missing_in_mi,detailed
6.0,6. Engineering & Design,47-5000,missing_in_mi,detailed
6.0,6. Engineering & Design,47-5010,missing_in_mi,detailed
6.0,6. Engineering & Design,47-5011,missing_in_mi,detailed
6.0,6. Engineering & Design,47-5012,missing_in_mi,detailed
6.0,6. Engineering & Design,47-5013,missing_in_mi,detailed
6.0,6. Engineering & Design,47-5020,missing_in_mi,detailed
6.0,6. Engineering & Design,47-5032,missing_in_mi,detailed
6.0,6. Engineering & Design,47-5071,missing_in_mi,detailed
6.0,6. Engineering & Design,47-5081,missing_in_mi,detailed
6.0,6. Engineering & Design,49-1000,missing_in_mi,detailed
6.0,6. Engineering & Design,49-2000,missing_in_mi,detailed
6.0,6. Engineering & Design,49-2020,missing_in_mi,detailed
6.0,6. Engineering & Design,49-2022,missing_in_mi,detailed
6.0,6. Engineering & Design,49-2090,missing_in_mi,detailed
6.0,6. Engineering & Design,49-2091,missing_in_mi,detailed
6.0,6. Engineering & Design,49-2095,missing_in_mi,detailed
6.0,6. Engineering & Design,49-3000,missing_in_mi,detailed
6.0,6. Engineering & Design,49-3011,missing_in_mi,detailed
6.0,6. Engineering & Design,49-3020,missing_in_mi,detailed
6.0,6. Engineering & Design,49-3040,missing_in_mi,detailed
6.0,6. Engineering & Design,49-3042,missing_in_mi,detailed
6.0,6. Engineering & Design,49-3050,missing_in_mi,detailed
6.0,6. Engineering & Design,49-3053,missing_in_mi,detailed
6.0,6. Engineering & Design,49-9000,missing_in_mi,detailed
6.0,6. Engineering & Design,49-9010,missing_in_mi,detailed
6.0,6. Engineering & Design,49-9040,missing_in_mi,detailed
6.0,6. Engineering & Design,49-9043,missing_in_mi,detailed
6.0,6. Engineering & Design,49-9050,missing_in_mi,detailed
6.0,6. Engineering & Design,49-9052,missing_in_mi,detailed
6.0,6. Engineering & Design,49-9060,missing_in_mi,detailed
6.0,6. Engineering & Design,49-9069,missing_in_mi,detailed
6.0,6. Engineering & Design,49-9081,missing_in_mi,detailed
6.0,6. Engineering & Design,49-9090,missing_in_mi,detailed
6.0,6. Engineering & Design,49-9092,missing_in_mi,detailed
6.0,6. Engineering & Design,49-9094,missing_in_mi,detailed
6.0,6. Engineering & Design,49-9096,missing_in_mi,detailed
6.0,6. Engineering & Design,49-9098,missing_in_mi,detailed
6.0,6. Engineering & Design,51-1000,missing_in_mi,detailed
6.0,6. Engineering & Design,51-2000,missing_in_mi,detailed
6.0,6. Engineering & Design,51-2011,missing_in_mi,detailed
6.0,6. Engineering & Design,51-2020,missing_in_mi,detailed
6.0,6. Engineering & Design,51-4000,missing_in_mi,detailed
6.0,6. Engineering & Design,51-4030,missing_in_mi,detailed
6.0,6. Engineering & Design,51-4033,missing_in_mi,detailed
6.0,6. Engineering & Design,51-4060,missing_in_mi,detailed
6.0,6. Engineering & Design,51-4070,missing_in_mi,detailed
6.0,6. Engineering & Design,51-4120,missing_in_mi,detailed
6.0,6. Engineering & Design,51-4190,missing_in_mi,detailed
6.0,6. Engineering & Design,51-5100,missing_in_mi,detailed
6.0,6. Engineering & Design,51-6000,missing_in_mi,detailed
6.0,6. Engineering & Design,51-6031,missing_in_us,detailed
6.0,6. Engineering & Design,51-6050,missing_in_mi,detailed
6.0,6. Engineering & Design,51-6052,missing_in_mi,detailed
6.0,6. Engineering & Design,51-6090,missing_in_mi,detailed
6.0,6. Engineering & Design,51-6092,missing_in_mi,detailed
6.0,6. Engineering & Design,51-7000,missing_in_mi,detailed
6.0,6. Engineering & Design,51-7011,missing_in_mi,detailed
6.0,6. Engineering & Design,51-8000,missing_in_mi,detailed
6.0,6. Engineering & Design,51-8010,missing_in_mi,detailed
6.0,6. Engineering & Design,51-8011,missing_in_mi,detailed
6.0,6. Engineering & Design,51-8013,missing_in_mi,detailed
6.0,6. Engineering & Design,51-8021,missing_in_mi,detailed
6.0,6. Engineering & Design,51-8031,missing_in_mi,detailed
6.0,6. Engineering & Design,51-8090,missing_in_mi,detailed
6.0,6. Engineering & Design,51-8091,missing_in_mi,detailed
6.0,6. Engineering & Design,51-8099,missing_in_mi,detailed
6.0,6. Engineering & Design,51-9000,missing_in_mi,detailed
6.0,6. Engineering & Design,51-9010,missing_in_mi,detailed
6.0,6. Engineering & Design,51-9011,missing_in_mi,detailed
6.0,6. Engineering & Design,51-9012,missing_in_mi,detailed
6.0,6. Engineering & Design,51-9020,missing_in_mi,detailed
6.0,6. Engineering & Design,51-9021,missing_in_mi,detailed
6.0,6. Engineering & Design,51-9023,missing_in_mi,detailed
6.0,6. Engineering & Design,51-9041,missing_in_mi,detailed
6.0,6. Engineering & Design,51-9120,missing_in_mi,detailed
6.0,6. Engineering & Design,51-9160,missing_in_mi,detailed
6.0,6. Engineering & Design,51-9190,missing_in_mi,detailed
6.0,6. Engineering & Design,51-9192,missing_in_mi,detailed
6.0,6. Engineering & Design,51-9194,missing_in_mi,detailed
6.0,6. Engineering & Design,53-1000,missing_in_mi,detailed
6.0,6. Engineering & Design,53-2000,missing_in_mi,detailed
6.0,6. Engineering & Design,53-2010,missing_in_mi,detailed
6.0,6. Engineering & Design,53-2012,missing_in_mi,detailed
6.0,6. Engineering & Design,53-2020,missing_in_mi,detailed
6.0,6. Engineering & Design,53-2021,missing_in_mi,detailed
6.0,6. Engineering & Design,53-3000,missing_in_mi,detailed
6.0,6. Engineering & Design,53-3030,missing_in_mi,detailed
6.0,6. Engineering & Design,53-3050,missing_in_mi,detailed
6.0,6. Engineering & Design,53-3099,missing_in_mi,detailed
6.0,6. Engineering & Design,53-5000,missing_in_mi,detailed
6.0,6. Engineering & Design,53-5020,missing_in_mi,detailed
6.0,6. Engineering & Design,53-5021,missing_in_mi,detailed
6.0,6. Engineering & Design,53-6000,missing_in_mi,detailed
6.0,6. Engineering & Design,53-6041,missing_in_mi,detailed
6.0,6. Engineering & Design,53-6051,missing_in_mi,detailed
6.0,6. Engineering & Design,53-7000,missing_in_mi,detailed
6.0,6. Engineering & Design,53-7060,missing_in_mi,detailed
6.0,6. Engineering & Design,53-7061,missing_in_us,detailed
6.0,6. Engineering & Design,53-7063,missing_in_mi,detailed
6.0,6. Engineering & Design,53-7064,missing_in_mi,detailed
7.0,7. Core Automotive,11-1000,missing_in_mi,detailed
7.0,7. Core Automotive,11-2000,missing_in_mi,detailed
7.0,7. Core Automotive,11-2020,missing_in_mi,detailed
7.0,7. Core Automotive,11-2030,missing_in_mi,detailed
7.0,7. Core Automotive,11-2032,missing_in_mi,detailed
7.0,7. Core Automotive,11-3000,missing_in_mi,detailed
7.0,7. Core Automotive,11-3010,missing_in_mi,detailed
7.0,7. Core Automotive,11-3111,missing_in_mi,detailed
7.0,7. Core Automotive,11-9000,missing_in_mi,detailed
7.0,7. Core Automotive,11-9021,missing_in_mi,detailed
7.0,7. Core Automotive,11-9141,missing_in_mi,detailed
7.0,7. Core Automotive,13-1000,missing_in_mi,detailed
7.0,7. Core Automotive,13-1070,missing_in_mi,detailed
7.0,7. Core Automotive,13-1080,missing_in_mi,detailed
7.0,7. Core Automotive,13-2000,missing_in_mi,detailed
7.0,7. Core Automotive,13-2031,missing_in_mi,detailed
7.0,7. Core Automotive,13-2050,missing_in_mi,detailed
7.0,7. Core Automotive,13-2099,missing_in_us,detailed
7.0,7. Core Automotive,15-1200,missing_in_mi,detailed
7.0,7. Core Automotive,15-1210,missing_in_mi,detailed
7.0,7. Core Automotive,15-1230,missing_in_mi,detailed
7.0,7. Core Automotive,15-1240,missing_in_mi,detailed
7.0,7. Core Automotive,15-1242,missing_in_mi,detailed
7.0,7. Core Automotive,15-1243,missing_in_mi,detailed
7.0,7. Core Automotive,15-1250,missing_in_mi,detailed
7.0,7. Core Automotive,15-1255,missing_in_mi,detailed
7.0,7. Core Automotive,15-2000,missing_in_mi,detailed
7.0,7. Core Automotive,17-2000,missing_in_mi,detailed
7.0,7. Core Automotive,17-2061,missing_in_mi,detailed
7.0,7. Core Automotive,17-2070,missing_in_mi,detailed
7.0,7. Core Automotive,17-2110,missing_in_mi,detailed
7.0,7. Core Automotive,17-3000,missing_in_mi,detailed
7.0,7. Core Automotive,17-3010,missing_in_mi,detailed
7.0,7. Core Automotive,17-3020,missing_in_mi,detailed
7.0,7. Core Automotive,17-3028,missing_in_mi,detailed
7.0,7. Core Automotive,19-2000,missing_in_mi,detailed
7.0,7. Core Automotive,19-4000,missing_in_mi,detailed
7.0,7. Core Automotive,19-4031,missing_in_mi,detailed
7.0,7. Core Automotive,19-4090,missing_in_mi,detailed
7.0,7. Core Automotive,19-5000,missing_in_mi,detailed
7.0,7. Core Automotive,19-5012,missing_in_mi,detailed
7.0,7. Core Automotive,23-1000,missing_in_mi,detailed
7.0,7. Core Automotive,23-1010,missing_in_mi,detailed
7.0,7. Core Automotive,23-2000,missing_in_mi,detailed
7.0,7. Core Automotive,23-2011,missing_in_mi,detailed
7.0,7. Core Automotive,27-1000,missing_in_mi,detailed
7.0,7. Core Automotive,27-1010,missing_in_mi,detailed
7.0,7. Core Automotive,27-1020,missing_in_mi,detailed
7.0,7. Core Automotive,27-1024,missing_in_mi,detailed
7.0,7. Core Automotive,27-3000,missing_in_mi,detailed
7.0,7. Core Automotive,27-3040,missing_in_mi,detailed
7.0,7. Core Automotive,27-3042,missing_in_mi,detailed
7.0,7. Core Automotive,27-3090,missing_in_mi,detailed
7.0,7. Core Automotive,27-3091,missing_in_mi,detailed
7.0,7. Core Automotive,27-4000,missing_in_mi,detailed
7.0,7. Core Automotive,29-1000,missing_in_mi,detailed
7.0,7. Core Automotive,33-9000,missing_in_mi,detailed
7.0,7. Core Automotive,33-9030,missing_in_mi,detailed
7.0,7. Core Automotive,37-2000,missing_in_mi,detailed
7.0,7. Core Automotive,37-2010,missing_in_mi,detailed
7.0,7. Core Automotive,41-1000,missing_in_mi,detailed
7.0,7. Core Automotive,41-1011,missing_in_mi,detailed
7.0,7. Core Automotive,41-2000,missing_in_mi,detailed
7.0,7. Core Automotive,41-2020,missing_in_mi,detailed
7.0,7. Core Automotive,41-2021,missing_in_mi,detailed
7.0,7. Core Automotive,41-2022,missing_in_mi,detailed
7.0,7. Core Automotive,41-2031,missing_in_mi,detailed
7.0,7. Core Automotive,41-3000,missing_in_mi,detailed
7.0,7. Core Automotive,41-3091,missing_in_mi,detailed
7.0,7. Core Automotive,41-4000,missing_in_mi,detailed
7.0,7. Core Automotive,41-9000,missing_in_mi,detailed
7.0,7. Core Automotive,41-9090,missing_in_mi,detailed
7.0,7. Core Automotive,41-9099,missing_in_mi,detailed
7.0,7. Core Automotive,43-1000,missing_in_mi,detailed
7.0,7. Core Automotive,43-3000,missing_in_mi,detailed
7.0,7. Core Automotive,43-3021,missing_in_mi,detailed
7.0,7. Core Automotive,43-3061,missing_in_mi,detailed
7.0,7. Core Automotive,43-4000,missing_in_mi,detailed
7.0,7. Core Automotive,43-4071,missing_in_mi,detailed
7.0,7. Core Automotive,43-4151,missing_in_mi,detailed
7.0,7. Core Automotive,43-5000,missing_in_mi,detailed
7.0,7. Core Automotive,43-5030,missing_in_mi,detailed
7.0,7. Core Automotive,43-5032,missing_in_mi,detailed
7.0,7. Core Automotive,43-5111,missing_in_mi,detailed
7.0,7. Core Automotive,43-6000,missing_in_mi,detailed
7.0,7. Core Automotive,43-9000,missing_in_mi,detailed
7.0,7. Core Automotive,43-9020,missing_in_mi,detailed
7.0,7. Core Automotive,43-9021,missing_in_mi,detailed
7.0,7. Core Automotive,43-9199,missing_in_mi,detailed
7.0,7. Core Automotive,47-1000,missing_in_mi,detailed
7.0,7. Core Automotive,47-1011,missing_in_mi,detailed
7.0,7. Core Automotive,47-2000,missing_in_mi,detailed
7.0,7. Core Automotive,47-2040,missing_in_mi,detailed
7.0,7. Core Automotive,47-2042,missing_in_mi,detailed
7.0,7. Core Automotive,47-2140,missing_in_mi,detailed
7.0,7. Core Automotive,47-2150,missing_in_mi,detailed
7.0,7. Core Automotive,49-1000,missing_in_mi,detailed
7.0,7. Core Automotive,49-2000,missing_in_mi,detailed
7.0,7. Core Automotive,49-2090,missing_in_mi,detailed
7.0,7. Core Automotive,49-2096,missing_in_mi,detailed
7.0,7. Core Automotive,49-3000,missing_in_mi,detailed
7.0,7. Core Automotive,49-3020,missing_in_mi,detailed
7.0,7. Core Automotive,49-3040,missing_in_mi,detailed
7.0,7. Core Automotive,49-3090,missing_in_mi,detailed
7.0,7. Core Automotive,49-3092,missing_in_mi,detailed
7.0,7. Core Automotive,49-9000,missing_in_mi,detailed
7.0,7. Core Automotive,49-9040,missing_in_mi,detailed
7.0,7. Core Automotive,49-9090,missing_in_mi,detailed
7.0,7. Core Automotive,49-9099,missing_in_mi,detailed
7.0,7. Core Automotive,51-1000,missing_in_mi,detailed
7.0,7. Core Automotive,51-2000,missing_in_mi,detailed
7.0,7. Core Automotive,51-2020,missing_in_mi,detailed
7.0,7. Core Automotive,51-2021,missing_in_mi,detailed
7.0,7. Core Automotive,51-2051,missing_in_mi,detailed
7.0,7. Core Automotive,51-4000,missing_in_mi,detailed
7.0,7. Core Automotive,51-4020,missing_in_mi,detailed
7.0,7. Core Automotive,51-4022,missing_in_mi,detailed
7.0,7. Core Automotive,51-4030,missing_in_mi,detailed
7.0,7. Core Automotive,51-4032,missing_in_mi,detailed
7.0,7. Core Automotive,51-4050,missing_in_mi,detailed
7.0,7. Core Automotive,51-4051,missing_in_mi,detailed
7.0,7. Core Automotive,51-4060,missing_in_mi,detailed
7.0,7. Core Automotive,51-4070,missing_in_mi,detailed
7.0,7. Core Automotive,51-4120,missing_in_mi,detailed
7.0,7. Core Automotive,51-4190,missing_in_mi,detailed
7.0,7. Core Automotive,51-5100,missing_in_mi,detailed
7.0,7. Core Automotive,51-5112,missing_in_mi,detailed
7.0,7. Core Automotive,51-6000,missing_in_mi,detailed
7.0,7. Core Automotive,51-6060,missing_in_mi,detailed
7.0,7. Core Automotive,51-6062,missing_in_mi,detailed
7.0,7. Core Automotive,51-6090,missing_in_mi,detailed
7.0,7. Core Automotive,51-6091,missing_in_mi,detailed
7.0,7. Core Automotive,51-7000,missing_in_mi,detailed
7.0,7. Core Automotive,51-7011,missing_in_mi,detailed
7.0,7. Core Automotive,51-7040,missing_in_mi,detailed
7.0,7. Core Automotive,51-7041,missing_in_mi,detailed
7.0,7. Core Automotive,51-8000,missing_in_mi,detailed
7.0,7. Core Automotive,51-9000,missing_in_mi,detailed
7.0,7. Core Automotive,51-9020,missing_in_mi,detailed
7.0,7. Core Automotive,51-9021,missing_in_mi,detailed
7.0,7. Core Automotive,51-9023,missing_in_mi,detailed
7.0,7. Core Automotive,51-9030,missing_in_mi,detailed
7.0,7. Core Automotive,51-9032,missing_in_mi,detailed
7.0,7. Core Automotive,51-9120,missing_in_mi,detailed
7.0,7. Core Automotive,51-9123,missing_in_mi,detailed
7.0,7. Core Automotive,51-9160,missing_in_mi,detailed
7.0,7. Core Automotive,51-9190,missing_in_mi,detailed
7.0,7. Core Automotive,51-9191,missing_in_mi,detailed
7.0,7. Core Automotive,53-1000,missing_in_mi,detailed
7.0,7. Core Automotive,53-3000,missing_in_mi,detailed
7.0,7. Core Automotive,53-3030,missing_in_mi,detailed
7.0,7. Core Automotive,53-7000,missing_in_mi,detailed
7.0,7. Core Automotive,53-7060,missing_in_mi,detailed
7.0,7. Core Automotive,53-7061,missing_in_mi,detailed
7.0,7. Core Automotive,53-7199,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",11-1000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",11-2000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",11-2011,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",11-2020,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",11-2030,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",11-2032,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",11-3000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",11-3010,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",11-3111,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",11-3131,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",11-9000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",11-9013,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",11-9051,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",11-9121,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",13-1000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",13-1041,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",13-1070,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",13-1080,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",13-1121,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",13-1131,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",13-1141,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",13-2000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",13-2031,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",13-2041,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",13-2050,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",13-2054,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",13-2070,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",13-2072,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",13-2099,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",15-1200,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",15-1210,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",15-1230,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",15-1240,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",15-1242,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",15-1243,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",15-1250,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",15-1251,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",15-1253,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",15-1255,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",15-2000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",15-2031,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",17-1000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",17-2000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",17-2011,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",17-2051,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",17-2061,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",17-2070,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",17-2110,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",17-2111,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",17-3000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",17-3010,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",17-3011,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",17-3012,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",17-3019,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",17-3020,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",17-3024,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",17-3028,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",19-1000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",19-1010,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",19-1011,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",19-1012,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",19-1013,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",19-2000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",19-2030,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",19-2031,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",19-4000,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",19-4010,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",19-4012,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",19-4031,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",19-4090,missing_in_mi,detailed
8.0,"8. Motor Vehicle Parts, Materials, & Products Sales",19-4099,missing_in_mi,detailed
