Stage,Sector,naics4,naics_title,emp,num_to_set,denom_total,share_to_set
,,3273,,,60512771.707320005,1378371554.5287635,0.04390163995223194
,,5322,,,9275990.150526699,213846972.14561278,0.04337676637390259
,,2372,,,571024.55852,13210367.192254635,0.043225487241172006
,,5323,,,3808901.3332709996,88821631.56719321,0.04288258688864076
,,8113,,,51932781.05927,1212318461.191531,0.0428375733948881
,,5239,,,255971581.77039433,6005459949.508008,0.04262314359308392
,,6223,,,215890.8542,5094911.648839528,0.04237381707083648
,,6213,,,1102510.13461,26349304.909411803,0.041842095584699486
,,4441,,,50083799.630964,1210736636.8000665,0.04136638646975588
,,5416,,,254331821.51893407,6254666347.581234,0.04066273201244183
,,4442,,,10469988.06727,261061719.4027081,0.040105412969870254
,,6243,,,9652.343029,249472.378995094,0.03869102891422628
,,6221,,,6432261.388576,168382447.9647321,0.038200308086287264
,,5182,,,92309168.83386,2434145673.8449745,0.03792261483185947
,,6241,,,46077.346463682996,1246468.8434482338,0.036966304216810214
,,5619,,,44165306.360356,1196550608.37278,0.03691052100204732
,,4451,,,4527071.5902521,124804705.68774842,0.036273244388544755
,,3332,,,3372822.1175412997,97869803.50717689,0.034462336662339034
,,3371,,,3563373.261177,111586464.07769999,0.03193374116322701
,,6113,,,8582753.198748745,288693210.6388522,0.02972966762798433
,,6239,,,18960.77979,646419.9875152718,0.029331982544169164
,,5613,,,279166487.3893022,9654396644.825191,0.028915995236112133
,,5616,,,32634515.198818002,1136561888.2531772,0.028713363993733032
,,8122,,,138458.99766,4858585.841286029,0.02849779795664802
,,5171,,,69122235.45071399,2452242826.082468,0.028187353517978825
,,5617,,,158795031.686517,5744182902.272196,0.027644494332466903
,,5222,,,50300169.77238999,1846331690.0846112,0.02724330088819789
,,vt|9,,,1015617290.9822559,37784780408.042336,0.02687900472133182
,,7213,,,861063.7842,32886373.424372535,0.02618299601140739
Downstream,"8. Motor Vehicle Parts, Materials, & Products Sales",4247,Petroleum and Petroleum Products Merchant Wholesalers,0.0,39109950.78129999,1494215213.4102707,0.026174242124090506
,,2213,,,1494920.0899820002,59144431.58469769,0.025275753776434595
,,4851,,,383006.19294999994,15569383.062765341,0.02459995951066109
,,7212,,,1171607.79041,47940075.720782176,0.0244390058379091
,,4853,,,6665951.518982412,273540176.2994346,0.02436918630806699
,,5415,,,78047239.5059566,3210663718.318983,0.024308755557501997
,,3391,,,7771453.18590297,320417485.2195734,0.024254148242182864
,,4852,,,673714.3173,28040824.089181915,0.024026195348513933
,,5223,,,23768436.073129002,990158091.7446854,0.02400468801022307
,,4855,,,639630.5096,26808121.36362914,0.02385957974913503
,,3346,,,222865.2353,9745678.730863817,0.02286810815897336
,,3118,,,1728522.67369,78401018.17752711,0.022047196756756714
,,4854,,,3779503.961324,177732406.23906213,0.02126513696236302
,,4859,,,3943554.285049,185479176.77546772,0.02126143944353861
,,7211,,,25016748.884808913,1185188687.0930939,0.021107819503548723
,,3251,,,22593106.3362761,1095730817.6464357,0.02061921228500695
,,5131,,,14457877.647269148,712750983.4924138,0.020284612693800698
,,6244,,,511.8105242,25700.503120662004,0.01991441653095609
,,3121,,,6945948.062012,351503216.4685581,0.019760695597029664
,,8112,,,6879724.16333,351854569.6648679,0.019552749222165152
,,5614,,,28149179.198511,1446910837.128691,0.019454674383648535
,,vl|4,,,1981356787.544792,102292580003.91435,0.019369506443859104
,,7121,,,295616.55215999996,15376164.491895808,0.01922563668695195
,,5241,,,120532234.251437,6360430527.18709,0.01895032635546175
,,5132,,,25903361.57089,1372918103.5621386,0.018867375631278948
,,3364,,,15100595.3917574,855866672.7708884,0.0176436305702486
,,7132,,,58258.077496,3331977.33771874,0.017484535935015325
Downstream,"8. Motor Vehicle Parts, Materials, & Products Sales",4571,Gasoline Stations,27370.0,5985656.032610285,345475794.71706265,0.017325833312033946
