Stage,Sector,naics4,naics_title,emp,num_to_set,denom_total,share_to_set
,,7112,,,55623587.82346595,561375279.6677871,0.09908449808545738
,,7223,,,77111807.13962427,782700257.4336699,0.09852022713325749
,,7224,,,26456390.041355796,274098786.7275004,0.0965213686540606
,,8122,,,447320.1470931,4858585.841286029,0.09206797239064483
,,5239,,,532103008.0077075,6005459949.508008,0.0886032064956656
,,7132,,,290757.878489879,3331977.33771874,0.08726286196440589
,,5242,,,869822135.3500896,10233300930.51601,0.08499917487584616
,,5617,,,467315450.21474695,5744182902.272196,0.08135455610751766
,,3372,,,10217739.85597682,127771011.35665914,0.07996915534663093
,,7111,,,7214543.1065003,90220135.63629755,0.07996599712046686
,,4442,,,20197107.137280207,261061719.4027081,0.07736525747049337
,,4441,,,93317887.77983305,1210736636.8000665,0.07707529857729331
,,5622,,,22340157.67236666,315846981.51969624,0.07073095194665815
,,5629,,,47479010.0978454,684445068.412426,0.0693686203451991
,,7114,,,8556741.315660998,123667880.25820957,0.06919129929125609
,,5621,,,67506798.71878041,985665278.747978,0.06848856318093055
,,7113,,,27596543.370817006,407158491.8431624,0.06777838095894903
,,3211,,,45399945.685190514,691865267.6919332,0.06561963406060983
,,7115,,,46439583.13854162,709149574.397283,0.06548630192440195
,,1132,,,676333.0528511,10411750.490125218,0.06495863049086244
,,1133,,,13619162.93007342,217642858.25849324,0.0625757400865321
,,2111,,,33155791.824849032,550317095.1186595,0.0602485223863525
,,1131,,,617765.2012,10254416.45312136,0.06024381826349147
,,3346,,,582846.33281,9745678.730863817,0.059805617331112136
,,3352,,,2403911.5357235,40385999.46631783,0.059523388488339296
,,5615,,,20689863.166411653,348394057.3284497,0.059386383697429754
,,3391,,,18086607.479490202,320417485.2195734,0.05644700527842899
,,3342,,,2285440.79758856,47846894.28745687,0.04776570834165283
,,5122,,,6885437.3478774,164506364.33175796,0.041855142661785555
,,3364,,,35102794.531741984,855866672.7708884,0.04101432576886755
,,3118,,,3189944.96866703,78401018.17752711,0.04068754517248599
,,3121,,,13662243.34530397,351503216.4685581,0.03886804645079558
,,4862,,,14704691.038272109,408526089.27549917,0.03599449686151049
,,4861,,,3698033.509320201,108236318.21920106,0.03416629066992942
,,2131,,,1247965.4459651946,39287833.33447215,0.03176467980152516
,,4869,,,1143693.2539350002,37768212.34007935,0.03028190065329942
,,vl|2,,,1376405184.2948012,49654153967.94385,0.027719839616709464
,,3119,,,6282681.979162498,231580675.80053005,0.02712956060536774
,,3112,,,13168161.418905135,540332919.3693038,0.024370459298085134
,,3253,,,2027499.4569459632,103424171.72834358,0.019603729215946174
,,3116,,,13531555.147326218,734502616.6393509,0.01842274600632276
,,3111,,,2176315.9538155296,123143953.881376,0.01767294199366024
,,8121,,,628111.53699484,42657457.87428159,0.01472454216202911
,,5121,,,3593930.884935278,323205861.2576548,0.0111196340033891
,,vl|3,,,281712387.143862,29979625850.243534,0.009396794628161564
,,1152,,,393754.678403,47921940.10062523,0.00821658467032437
,,3113,,,531661.262424787,71082383.69432032,0.007479508069272419
,,3115,,,4659331.7150650965,648715240.5471475,0.007182399030945018
,,1151,,,1443813.876284821,214926136.80417266,0.006717721249511568
,,3117,,,219789.50242734997,33899233.70992771,0.006483612706648958
,,1153,,,178759.9756454,28161287.55790653,0.00634772026235752
,,1110,,,8397639.83438297,1385073944.3820527,0.0060629541609993655
,,6212,,,12235.645333712,2591191.541710948,0.00472201500226914
,,6215,,,674309.5548761761,187355570.48085877,0.0035990899717874524
,,1120,,,2871417.731409447,1084439669.9480765,0.0026478353853902556
,,3114,,,432403.92059896997,185642015.01647532,0.002329235224906361
,,6219,,,664233.6269985,382159670.69729996,0.0017381049805347576
,,5251,,,7858.694872557,4618249.031533599,0.001701661131501896
,,5259,,,46272.789964143,40277969.459047616,0.0011488362145760744
,,1142,,,0.0,15841851.279288417,0.0
,,8141,,,0.0,0.0,0.0
,,GFE,,,0.0,0.0,0.0
,,1141,,,0.0,30434157.20253322,0.0
,,nan,,,0.0,0.0,0.0
,,vl|9,,,0.0,811439941.1193001,0.0
,,GSLE,,,0.0,0.0,0.0
