Stage,Sector,naics4,naics_title,emp,num_to_set,denom_total,share_to_set
,,5122,,,610369652.46993,24487932614.708603,0.024925323916618152
,,3211,,,1042951305.4979999,43876163725.643654,0.023770339449445566
,,3346,,,51484451.74250001,2200844158.8190885,0.023393047406920955
,,3253,,,520887343.417457,25759762179.221344,0.02022096864844589
,,3118,,,160347468.52842,8671472658.2793,0.018491376822289157
,,3119,,,565387654.820986,31624738046.496864,0.017878018593852515
,,3364,,,1524645996.576381,88096242561.83159,0.017306595062851707
,,3121,,,522903858.00659,31942630357.474213,0.016370093888784472
,,4869,,,77834767.77821,5004773500.599207,0.015552105958219901
,,4861,,,138946802.9344,8990938180.899826,0.015454093904190763
,,4862,,,434040269.2279406,29039884227.007374,0.014946349848884004
,,3115,,,762314166.2084501,53343193640.64585,0.014290748531928738
,,1153,,,22818610.648930002,1766206789.897634,0.012919557766082716
,,1152,,,38555065.084249996,2994696256.6543193,0.012874449286327218
,,1151,,,237135397.2005618,18528235207.134007,0.012798596010334354
,,2131,,,199290234.8686187,18665621388.18604,0.010676860455058555
,,8121,,,17431655.447347,1679612968.7736444,0.010378376311344261
,,3116,,,860396703.439818,86739949885.75342,0.009919266780451918
,,3111,,,281365516.5619,36684047649.07536,0.007669969226228283
,,2111,,,2185852997.1491666,290173407105.5841,0.007532919777013922
,,1110,,,820073284.4478822,132091775365.0213,0.006208359923861259
,,1120,,,1580756133.175972,264075836062.16113,0.005985993102390012
,,3117,,,16962716.10859,5234907384.327705,0.003240308731988855
,,5121,,,262863391.68276224,86831616483.11392,0.003027277417251366
,,3113,,,28766996.852822002,12251364867.76962,0.0023480646575550954
,,3114,,,21080077.337672997,11190293219.255322,0.0018837823928867352
,,6215,,,27406301.830078088,21806369858.3904,0.0012568025768641639
,,6219,,,16558637.284415001,13665620678.809301,0.0012117003445069844
,,6212,,,88135.74203829201,105095229.09989421,0.0008386274314556942
,,5259,,,1870666.2741581402,4363013682.073606,0.00042875553699136474
,,5251,,,250911.839433512,751280578.5916514,0.0003339788709883472
,,1141,,,0.0,7796241257.004106,0.0
,,1142,,,0.0,1203200927.831244,0.0
,,8141,,,0.0,0.0,0.0
