segment,occcd,soctitle,occ_level,year,employment,share_within_level,ep_title,ep_type,ep_employment_2024,ep_employment_2034,ep_change_numeric,ep_change_percent,ep_openings_annual_avg,ep_median_annual_wage_2024,ep_entry_education,ep_work_experience,ep_on_the_job_training,ep_edu_grouped
6. Engineering & Design,13-1051,Cost Estimators,detailed,2024,330.0,0.0026807473598700242,      Cost estimators,Line item,221.4,212.1,-9.3,-4.2,16.9,77070,Bachelor's degree,nan,Moderate-term on-the-job training,BA+
6. Engineering & Design,13-1071,Human Resources Specialists,detailed,2024,970.0,0.007879772542648253,        Human resources specialists,Line item,944.3,1002.7,58.4,6.2,81.8,72910,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,13-1081,Logisticians,detailed,2024,830.0,0.006742485783915516,        Logisticians,Line item,241.0,281.3,40.3,16.7,26.4,80880,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,13-1082,Project Management Specialists,detailed,2024,4250.0,0.03452477660438668,        Project management specialists,Line item,1046.3,1105.0,58.7,5.6,78.2,100750,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,13-1111,Management Analysts,detailed,2024,160.0,0.0012997562956945572,      Management analysts,Line item,1075.1,1169.7,94.5,8.8,98.1,101190,Bachelor's degree,Less than 5 years,nan,BA+
6. Engineering & Design,13-1121,"Meeting, Convention, and Event Planners",detailed,2024,,,"      Meeting, convention, and event planners",Line item,155.8,163.3,7.5,4.8,15.5,59440,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,2024,70.0,0.0005686433793663688,"      Compensation, benefits, and job analysis specialists",Line item,107.0,112.7,5.6,5.3,8.5,77020,Bachelor's degree,Less than 5 years,nan,BA+
6. Engineering & Design,13-1151,Training and Development Specialists,detailed,2024,230.0,0.0018683996750609262,      Training and development specialists,Line item,452.3,501.0,48.7,10.8,43.9,65850,Bachelor's degree,Less than 5 years,nan,BA+
6. Engineering & Design,13-1161,Market Research Analysts and Marketing Specialists,detailed,2024,1020.0,0.008285946385052803,      Market research analysts and marketing specialists,Line item,941.7,1004.7,63.0,6.7,87.2,76950,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,13-1199,"Business Operations Specialists, All Other",detailed,2024,540.0,0.004386677497969131,"      Business operations specialists, all other",Line item,1205.7,1242.0,36.3,3.0,108.2,81270,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,13-2011,Accountants and Auditors,detailed,2024,1600.0,0.012997562956945572,      Accountants and auditors,Line item,1579.8,1652.6,72.8,4.6,124.2,81680,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,13-2031,Budget Analysts,detailed,2024,40.0,0.0003249390739236393,      Budget analysts,Line item,50.4,51.0,0.5,1.0,3.1,87930,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,13-2051,Financial and Investment Analysts,detailed,2024,450.0,0.0036555645816409425,        Financial and investment analysts,Line item,368.5,389.6,21.1,5.7,25.1,101350,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,13-2054,Financial Risk Specialists,detailed,2024,,,        Financial risk specialists,Line item,60.5,64.4,3.9,6.5,4.8,106000,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,13-2099,"Financial Specialists, All Other",detailed,2024,,,"      Financial specialists, all other",Line item,137.1,141.4,4.3,3.1,10.3,80190,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,15-0000,Computer and Mathematical Occupations,major,2024,11700.0,0.09310097875387921,  Computer and mathematical occupations,Summary,5416.7,5962.3,545.6,10.1,355.4,105850,—,—,—,
6. Engineering & Design,15-1211,Computer Systems Analysts,detailed,2024,640.0,0.005199025182778229,        Computer systems analysts,Line item,521.1,566.5,45.5,8.7,34.2,103790,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,15-1212,Information Security Analysts,detailed,2024,150.0,0.0012185215272136475,        Information security analysts,Line item,182.8,234.9,52.1,28.5,16.0,124910,Bachelor's degree,Less than 5 years,nan,BA+
6. Engineering & Design,15-1231,Computer Network Support Specialists,detailed,2024,,,        Computer network support specialists,Line item,152.7,155.5,2.8,1.8,9.6,73340,Associate's degree,nan,Moderate-term on-the-job training,SC or associate's
6. Engineering & Design,15-1232,Computer User Support Specialists,detailed,2024,540.0,0.004386677497969131,        Computer user support specialists,Line item,729.5,702.5,-27.0,-3.7,40.8,60340,"Some college, no degree",nan,Moderate-term on-the-job training,SC or associate's
6. Engineering & Design,15-1241,Computer Network Architects,detailed,2024,130.0,0.0010560519902518277,        Computer network architects,Line item,179.2,200.6,21.4,11.9,11.2,130390,Bachelor's degree,5 years or more,nan,BA+
6. Engineering & Design,15-1242,Database Administrators,detailed,2024,50.0,0.00040617384240454913,        Database administrators,Line item,78.0,77.5,-0.5,-0.7,3.8,104620,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,15-1243,Database Architects,detailed,2024,,,        Database architects,Line item,66.9,72.7,5.8,8.7,4.0,135980,Bachelor's degree,Less than 5 years,nan,BA+
6. Engineering & Design,15-1244,Network and Computer Systems Administrators,detailed,2024,320.0,0.0025995125913891143,        Network and computer systems administrators,Line item,331.5,317.7,-13.8,-4.2,14.3,96800,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,15-1251,Computer Programmers,detailed,2024,370.0,0.003005686433793664,        Computer programmers,Line item,121.2,113.9,-7.2,-6.0,5.5,98670,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,15-1252,Software Developers,detailed,2024,6900.0,0.056051990251827784,        Software developers,Line item,1693.8,1961.4,267.7,15.8,115.2,133080,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,15-1253,Software Quality Assurance Analysts and Testers,detailed,2024,980.0,0.007961007311129163,        Software quality assurance analysts and testers,Line item,201.7,221.9,20.2,10.0,14.0,102610,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,15-1254,Web Developers,detailed,2024,70.0,0.0005686433793663688,        Web developers,Line item,86.0,92.5,6.5,7.5,5.4,90930,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,15-1255,Web and Digital Interface Designers,detailed,2024,90.0,0.0007311129163281885,        Web and digital interface designers,Line item,128.9,137.9,9.0,7.0,9.1,98090,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,15-1299,"Computer Occupations, All Other",detailed,2024,450.0,0.0036555645816409425,"      Computer occupations, all other",Line item,472.0,510.5,38.5,8.2,31.3,108970,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,15-2031,Operations Research Analysts,detailed,2024,80.0,0.0006498781478472786,      Operations research analysts,Line item,112.1,136.2,24.1,21.5,9.6,91290,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,15-2041,Statisticians,detailed,2024,50.0,0.00040617384240454913,      Statisticians,Line item,32.2,34.9,2.7,8.5,2.0,103300,Master's degree,nan,nan,BA+
6. Engineering & Design,15-2051,Data Scientists,detailed,2024,780.0,0.006336311941510966,      Data scientists,Line item,245.9,328.3,82.5,33.5,23.4,112590,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,17-0000,Architecture and Engineering Occupations,major,2024,49530.0,0.3941274767247553,  Architecture and engineering occupations,Summary,2648.4,2788.3,139.9,5.3,186.5,97310,—,—,—,
6. Engineering & Design,17-1011,"Architects, Except Landscape and Naval",detailed,2024,2510.0,0.020389926888708367,"        Architects, except landscape and naval",Line item,123.6,128.4,4.8,3.9,7.8,96690,Bachelor's degree,nan,Internship/residency,BA+
6. Engineering & Design,17-1012,Landscape Architects,detailed,2024,220.0,0.0017871649065800163,        Landscape architects,Line item,21.8,22.6,0.8,3.5,1.7,79660,Bachelor's degree,nan,Internship/residency,BA+
6. Engineering & Design,17-1021,Cartographers and Photogrammetrists,detailed,2024,80.0,0.0006498781478472786,        Cartographers and photogrammetrists,Line item,13.4,14.3,0.9,6.4,1.0,78380,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,17-1022,Surveyors,detailed,2024,1180.0,0.00958570268074736,        Surveyors,Line item,56.1,58.6,2.5,4.4,3.9,72740,Bachelor's degree,nan,Internship/residency,BA+
6. Engineering & Design,17-2011,Aerospace Engineers,detailed,2024,120.0,0.0009748172217709179,      Aerospace engineers,Line item,71.6,75.9,4.4,6.1,4.5,134830,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,17-2031,Bioengineers and Biomedical Engineers,detailed,2024,,,      Bioengineers and biomedical engineers,Line item,22.2,23.3,1.1,5.2,1.3,106950,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,17-2041,Chemical Engineers,detailed,2024,40.0,0.0003249390739236393,      Chemical engineers,Line item,21.6,22.1,0.6,2.6,1.1,121860,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,17-2051,Civil Engineers,detailed,2024,4370.0,0.0354995938261576,      Civil engineers,Line item,368.9,387.5,18.5,5.0,23.6,99590,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,17-2061,Computer Hardware Engineers,detailed,2024,630.0,0.005117790414297319,      Computer hardware engineers,Line item,76.8,82.4,5.6,7.3,4.7,155020,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,17-2071,Electrical Engineers,detailed,2024,4340.0,0.035255889520714866,        Electrical engineers,Line item,192.0,205.7,13.8,7.2,11.7,111910,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,17-2072,"Electronics Engineers, Except Computer",detailed,2024,2130.0,0.017303005686433795,"        Electronics engineers, except computer",Line item,95.9,101.8,6.0,6.2,5.7,127590,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,17-2081,Environmental Engineers,detailed,2024,310.0,0.002518277822908205,      Environmental engineers,Line item,39.4,41.0,1.5,3.9,3.0,104170,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,2024,330.0,0.0026807473598700242,"        Health and safety engineers, except mining safety engineers and inspectors",Line item,23.8,24.9,1.1,4.4,1.5,109660,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,17-2112,Industrial Engineers,detailed,2024,8040.0,0.0653127538586515,        Industrial engineers,Line item,351.1,389.6,38.5,11.0,25.2,101140,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,17-2131,Materials Engineers,detailed,2024,340.0,0.002761982128350934,      Materials engineers,Line item,23.0,24.3,1.3,5.7,1.5,108310,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,17-2141,Mechanical Engineers,detailed,2024,13030.0,0.10584890333062551,      Mechanical engineers,Line item,293.1,319.6,26.5,9.1,18.1,102320,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",detailed,2024,,,"      Mining and geological engineers, including mining safety engineers",Line item,7.0,7.0,0.0,0.7,0.4,101020,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,17-2199,"Engineers, All Other",detailed,2024,2730.0,0.022177091795288383,"      Engineers, all other",Line item,158.8,162.1,3.3,2.1,9.3,117750,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,17-3011,Architectural and Civil Drafters,detailed,2024,1330.0,0.010804224207961007,        Architectural and civil drafters,Line item,110.5,115.1,4.6,4.1,10.0,64280,Associate's degree,nan,nan,SC or associate's
6. Engineering & Design,17-3012,Electrical and Electronics Drafters,detailed,2024,290.0,0.002355808285946385,        Electrical and electronics drafters,Line item,21.6,20.4,-1.2,-5.6,1.7,73720,Associate's degree,nan,nan,SC or associate's
6. Engineering & Design,17-3013,Mechanical Drafters,detailed,2024,350.0,0.002843216896831844,        Mechanical drafters,Line item,42.9,40.1,-2.8,-6.5,3.3,68510,Associate's degree,nan,nan,SC or associate's
6. Engineering & Design,17-3019,"Drafters, All Other",detailed,2024,,,"        Drafters, all other",Line item,17.1,15.9,-1.2,-6.9,1.3,62010,Associate's degree,nan,nan,SC or associate's
6. Engineering & Design,17-3022,Civil Engineering Technologists and Technicians,detailed,2024,1550.0,0.012591389114541024,        Civil engineering technologists and technicians,Line item,64.9,66.2,1.4,2.1,5.5,64200,Associate's degree,nan,nan,SC or associate's
6. Engineering & Design,17-3023,Electrical and Electronic Engineering Technologists and Technicians,detailed,2024,760.0,0.006173842404549147,        Electrical and electronic engineering technologists and technicians,Line item,93.7,94.3,0.6,0.6,8.4,77180,Associate's degree,nan,nan,SC or associate's
6. Engineering & Design,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,detailed,2024,,,        Electro-mechanical and mechatronics technologists and technicians,Line item,15.0,15.1,0.2,1.1,1.3,70760,Associate's degree,nan,nan,SC or associate's
6. Engineering & Design,17-3025,Environmental Engineering Technologists and Technicians,detailed,2024,100.0,0.0008123476848090983,        Environmental engineering technologists and technicians,Line item,12.9,13.0,0.1,1.2,1.1,58890,Associate's degree,nan,nan,SC or associate's
6. Engineering & Design,17-3026,Industrial Engineering Technologists and Technicians,detailed,2024,880.0,0.007148659626320065,        Industrial engineering technologists and technicians,Line item,74.6,75.9,1.3,1.7,6.3,64790,Associate's degree,nan,nan,SC or associate's
6. Engineering & Design,17-3027,Mechanical Engineering Technologists and Technicians,detailed,2024,2430.0,0.019740048740861087,        Mechanical engineering technologists and technicians,Line item,38.3,38.3,0.0,0.0,3.2,68730,Associate's degree,nan,nan,SC or associate's
6. Engineering & Design,17-3028,Calibration Technologists and Technicians,detailed,2024,,,        Calibration technologists and technicians,Line item,15.8,16.5,0.7,4.7,1.4,65040,Associate's degree,nan,nan,SC or associate's
6. Engineering & Design,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",detailed,2024,250.0,0.0020308692120227455,"        Engineering technologists and technicians, except drafters, all other",Line item,67.3,68.3,1.0,1.5,5.7,77390,Associate's degree,nan,nan,SC or associate's
6. Engineering & Design,17-3031,Surveying and Mapping Technicians,detailed,2024,920.0,0.007473598700243705,      Surveying and mapping technicians,Line item,59.4,62.1,2.7,4.5,7.6,51940,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
6. Engineering & Design,19-0000,"Life, Physical, and Social Science Occupations",major,2024,5870.0,0.04670963634916846,"  Life, physical, and social science occupations",Summary,1609.5,1690.4,80.9,5.0,144.7,78980,—,—,—,
6. Engineering & Design,19-1012,Food Scientists and Technologists,detailed,2024,60.0,0.00048740861088545896,        Food scientists and technologists,Line item,15.2,16.2,1.0,6.5,1.2,85310,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,19-1013,Soil and Plant Scientists,detailed,2024,,,        Soil and plant scientists,Line item,20.7,21.8,1.1,5.4,1.7,71410,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,19-1021,Biochemists and Biophysicists,detailed,2024,760.0,0.006173842404549147,        Biochemists and biophysicists,Line item,35.6,37.6,2.1,5.8,2.9,103650,Doctoral or professional degree,nan,nan,BA+
6. Engineering & Design,19-1022,Microbiologists,detailed,2024,80.0,0.0006498781478472786,        Microbiologists,Line item,20.7,21.6,0.8,4.1,1.7,87330,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,19-1029,"Biological Scientists, All Other",detailed,2024,220.0,0.0017871649065800163,"        Biological scientists, all other",Line item,63.7,64.5,0.8,1.2,4.8,93330,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,19-1042,"Medical Scientists, Except Epidemiologists",detailed,2024,1680.0,0.013647441104792851,"        Medical scientists, except epidemiologists",Line item,165.3,179.6,14.3,8.7,9.6,100590,Doctoral or professional degree,nan,nan,BA+
6. Engineering & Design,19-2012,Physicists,detailed,2024,30.0,0.00024370430544272948,        Physicists,Line item,24.6,25.6,1.0,4.0,1.7,166290,Doctoral or professional degree,nan,nan,BA+
6. Engineering & Design,19-2031,Chemists,detailed,2024,600.0,0.00487408610885459,        Chemists,Line item,86.8,91.0,4.3,4.9,6.3,84150,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,19-2032,Materials Scientists,detailed,2024,60.0,0.00048740861088545896,        Materials scientists,Line item,8.7,9.1,0.4,4.9,0.6,104160,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,19-2041,"Environmental Scientists and Specialists, Including Health",detailed,2024,320.0,0.0025995125913891143,"        Environmental scientists and specialists, including health",Line item,90.3,94.3,4.0,4.4,8.5,80060,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,19-2042,"Geoscientists, Except Hydrologists and Geographers",detailed,2024,90.0,0.0007311129163281885,"        Geoscientists, except hydrologists and geographers",Line item,25.1,26.0,0.8,3.2,2.0,99240,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,19-3011,Economists,detailed,2024,40.0,0.0003249390739236393,      Economists,Line item,17.6,17.8,0.2,1.2,0.9,115440,Master's degree,nan,nan,BA+
6. Engineering & Design,19-3022,Survey Researchers,detailed,2024,,,      Survey researchers,Line item,8.8,8.3,-0.5,-5.2,0.7,63380,Master's degree,nan,nan,BA+
6. Engineering & Design,19-3041,Sociologists,detailed,2024,60.0,0.00048740861088545896,      Sociologists,Line item,3.4,3.6,0.1,3.6,0.3,101690,Master's degree,nan,nan,BA+
6. Engineering & Design,19-3051,Urban and Regional Planners,detailed,2024,90.0,0.0007311129163281885,      Urban and regional planners,Line item,44.7,46.2,1.5,3.4,3.4,83720,Master's degree,nan,nan,BA+
6. Engineering & Design,19-3099,"Social Scientists and Related Workers, All Other",detailed,2024,120.0,0.0009748172217709179,"        Social scientists and related workers, all other",Line item,40.8,40.1,-0.7,-1.7,3.2,100340,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,19-4021,Biological Technicians,detailed,2024,530.0,0.004305442729488221,      Biological technicians,Line item,82.7,85.6,2.9,3.5,9.1,52000,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,19-4031,Chemical Technicians,detailed,2024,560.0,0.00454914703493095,      Chemical technicians,Line item,57.0,59.0,2.1,3.7,6.7,57790,Associate's degree,nan,Moderate-term on-the-job training,SC or associate's
6. Engineering & Design,19-4042,"Environmental Science and Protection Technicians, Including Health",detailed,2024,50.0,0.00040617384240454913,"        Environmental science and protection technicians, including health",Line item,40.4,42.1,1.6,4.0,5.6,49490,Associate's degree,nan,nan,SC or associate's
6. Engineering & Design,19-4043,"Geological Technicians, Except Hydrologic Technicians",detailed,2024,90.0,0.0007311129163281885,"        Geological technicians, except hydrologic technicians",Line item,9.8,10.0,0.1,1.5,1.3,48390,Associate's degree,nan,Moderate-term on-the-job training,SC or associate's
6. Engineering & Design,19-4061,Social Science Research Assistants,detailed,2024,,,      Social science research assistants,Line item,40.6,42.3,1.8,4.4,5.2,58040,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,19-4099,"Life, Physical, and Social Science Technicians, All Other",detailed,2024,70.0,0.0005686433793663688,"        Life, physical, and social science technicians, all other",Line item,83.2,86.2,2.9,3.5,10.6,60130,Associate's degree,nan,nan,SC or associate's
6. Engineering & Design,19-5011,Occupational Health and Safety Specialists,detailed,2024,160.0,0.0012997562956945572,      Occupational health and safety specialists,Line item,131.9,148.4,16.5,12.5,14.9,83910,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,21-0000,Community and Social Service Occupations,major,2024,70.0,0.0005570144028009867,  Community and social service occupations,Summary,3196.9,3409.2,212.3,6.6,313.7,57530,—,—,—,
6. Engineering & Design,23-0000,Legal Occupations,major,2024,260.0,0.0020689106389750935,  Legal occupations,Summary,1418.2,1456.5,38.3,2.7,83.8,99990,—,—,—,
6. Engineering & Design,23-1011,Lawyers,detailed,2024,200.0,0.0016246953696181965,        Lawyers,Line item,864.8,900.7,35.9,4.1,31.5,151160,Doctoral or professional degree,nan,nan,BA+
6. Engineering & Design,23-2011,Paralegals and Legal Assistants,detailed,2024,60.0,0.00048740861088545896,      Paralegals and legal assistants,Line item,376.2,376.8,0.6,0.2,39.3,61010,Associate's degree,nan,nan,SC or associate's
6. Engineering & Design,25-0000,Educational Instruction and Library Occupations,major,2024,130.0,0.0010344553194875468,  Educational instruction and library occupations,Summary,9813.2,9875.4,62.2,0.6,890.3,59220,—,—,—,
6. Engineering & Design,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2024,3330.0,0.02649797087610408,"  Arts, design, entertainment, sports, and media occupations",Summary,3021.1,3104.6,83.5,2.8,289.4,60140,—,—,—,
6. Engineering & Design,27-1011,Art Directors,detailed,2024,130.0,0.0010560519902518277,        Art directors,Line item,135.0,140.7,5.7,4.2,12.3,111040,Bachelor's degree,5 years or more,nan,BA+
6. Engineering & Design,27-1014,Special Effects Artists and Animators,detailed,2024,100.0,0.0008123476848090983,        Special effects artists and animators,Line item,57.1,58.0,0.9,1.6,5.0,99800,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,27-1021,Commercial and Industrial Designers,detailed,2024,1190.0,0.00966693744922827,        Commercial and industrial designers,Line item,30.6,31.6,1.0,3.2,2.5,79450,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,27-1024,Graphic Designers,detailed,2024,690.0,0.0056051990251827786,        Graphic designers,Line item,265.9,271.5,5.7,2.1,20.0,61300,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,27-1025,Interior Designers,detailed,2024,800.0,0.006498781478472786,        Interior designers,Line item,87.1,89.9,2.8,3.2,7.8,63490,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,27-3031,Public Relations Specialists,detailed,2024,150.0,0.0012185215272136475,      Public relations specialists,Line item,315.9,331.0,15.0,4.8,27.6,69780,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,27-3041,Editors,detailed,2024,60.0,0.00048740861088545896,        Editors,Line item,115.8,116.5,0.7,0.6,9.8,75260,Bachelor's degree,Less than 5 years,nan,BA+
6. Engineering & Design,27-3042,Technical Writers,detailed,2024,110.0,0.0008935824532900081,        Technical writers,Line item,56.4,56.9,0.5,0.9,4.5,91670,Bachelor's degree,Less than 5 years,Short-term on-the-job training,BA+
6. Engineering & Design,27-4021,Photographers,detailed,2024,,,      Photographers,Line item,151.2,154.0,2.8,1.8,12.7,42520,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
6. Engineering & Design,29-0000,Healthcare Practitioners and Technical Occupations,major,2024,970.0,0.007718628153099387,  Healthcare practitioners and technical occupations,Summary,10067.5,10794.4,726.9,7.2,634.9,83090,—,—,—,
6. Engineering & Design,29-1141,Registered Nurses,detailed,2024,120.0,0.0009748172217709179,      Registered nurses,Line item,3391.0,3557.1,166.1,4.9,189.1,93600,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,29-2010,Clinical Laboratory Technologists and Technicians,detailed,2024,730.0,0.005930138099106417,      Clinical laboratory technologists and technicians,Line item,351.2,357.2,6.0,1.7,22.6,61890,Bachelor's degree,nan,nan,BA+
6. Engineering & Design,29-2072,Medical Records Specialists,detailed,2024,40.0,0.0003249390739236393,      Medical records specialists,Line item,194.8,208.6,13.8,7.1,14.2,50250,Postsecondary nondegree award,nan,nan,SC or associate's
6. Engineering & Design,31-0000,Healthcare Support Occupations,major,2024,110.0,0.0008753083472586934,  Healthcare support occupations,Summary,7982.8,8971.1,988.3,12.4,1286.7,37180,—,—,—,
6. Engineering & Design,33-0000,Protective Service Occupations,major,2024,80.0,0.0006365878889154134,  Protective service occupations,Summary,3787.4,3816.6,29.1,0.8,423.6,50580,—,—,—,
6. Engineering & Design,33-9032,Security Guards,detailed,2024,60.0,0.00048740861088545896,        Security guards,Line item,1262.1,1267.1,5.1,0.4,161.0,38370,High school diploma or equivalent,nan,Short-term on-the-job training,HS or less
6. Engineering & Design,35-0000,Food Preparation and Serving Related Occupations,major,2024,,,  Food preparation and serving related occupations,Summary,13805.3,14295.3,489.9,3.5,2625.8,34130,—,—,—,
6. Engineering & Design,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,2024,340.0,0.0027054985278905067,  Building and grounds cleaning and maintenance occupations,Summary,5715.9,5832.9,117.1,2.0,788.7,36790,—,—,—,
6. Engineering & Design,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,2024,210.0,0.0017059301380991064,"        Janitors and cleaners, except maids and housekeeping cleaners",Line item,2447.7,2495.5,47.8,2.0,351.3,35930,No formal educational credential,nan,Short-term on-the-job training,HS or less
6. Engineering & Design,37-3011,Landscaping and Groundskeeping Workers,detailed,2024,120.0,0.0009748172217709179,      Landscaping and groundskeeping workers,Line item,1192.5,1235.0,42.4,3.6,158.2,38090,No formal educational credential,nan,Short-term on-the-job training,HS or less
6. Engineering & Design,41-0000,Sales and Related Occupations,major,2024,3770.0,0.029999204265138857,  Sales and related occupations,Summary,14532.6,14234.8,-297.8,-2.0,1786.8,37460,—,—,—,
6. Engineering & Design,41-1011,First-Line Supervisors of Retail Sales Workers,detailed,2024,90.0,0.0007311129163281885,      First-line supervisors of retail sales workers,Line item,1432.6,1360.3,-72.3,-5.0,125.1,47320,High school diploma or equivalent,Less than 5 years,nan,HS or less
6. Engineering & Design,41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,2024,160.0,0.0012997562956945572,      First-line supervisors of non-retail sales workers,Line item,320.0,320.0,0.0,0.0,24.8,84130,High school diploma or equivalent,Less than 5 years,nan,HS or less
6. Engineering & Design,41-2031,Retail Salespersons,detailed,2024,140.0,0.0011372867587327376,      Retail salespersons,Line item,3936.7,3917.1,-19.6,-0.5,555.8,34580,No formal educational credential,nan,Short-term on-the-job training,HS or less
6. Engineering & Design,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",detailed,2024,1510.0,0.012266450040617384,"      Sales representatives of services, except advertising, insurance, financial services, and travel",Line item,1226.7,1264.7,37.9,3.1,123.0,66260,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
6. Engineering & Design,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,2024,570.0,0.00463038180341186,"      Sales representatives, wholesale and manufacturing, technical and scientific products",Line item,303.2,308.9,5.7,1.9,27.2,100070,Bachelor's degree,nan,Moderate-term on-the-job training,BA+
6. Engineering & Design,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,2024,880.0,0.007148659626320065,"      Sales representatives, wholesale and manufacturing, except technical and scientific products",Line item,1310.5,1314.9,4.4,0.3,114.8,66780,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
6. Engineering & Design,41-9031,Sales Engineers,detailed,2024,280.0,0.002274573517465475,      Sales engineers,Line item,56.8,59.9,3.1,5.5,5.0,121520,Bachelor's degree,nan,Moderate-term on-the-job training,BA+
6. Engineering & Design,43-0000,Office and Administrative Support Occupations,major,2024,7280.0,0.05792949789130262,  Office and administrative support occupations,Summary,19325.2,18563.3,-761.9,-3.9,1996.8,46320,—,—,—,
6. Engineering & Design,43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,2024,220.0,0.0017871649065800163,      First-line supervisors of office and administrative support workers,Line item,1558.4,1554.4,-3.9,-0.3,144.5,66140,High school diploma or equivalent,Less than 5 years,nan,HS or less
6. Engineering & Design,43-3011,Bill and Account Collectors,detailed,2024,,,      Bill and account collectors,Line item,166.9,149.4,-17.5,-10.5,13.7,46040,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
6. Engineering & Design,43-3021,Billing and Posting Clerks,detailed,2024,70.0,0.0005686433793663688,      Billing and posting clerks,Line item,429.8,427.9,-1.9,-0.4,42.2,47170,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
6. Engineering & Design,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,2024,700.0,0.005686433793663688,"      Bookkeeping, accounting, and auditing clerks",Line item,1613.4,1519.1,-94.3,-5.8,170.0,49210,"Some college, no degree",nan,Moderate-term on-the-job training,SC or associate's
