segment,occcd,soctitle,occ_level,year,employment,share_within_level,ep_title,ep_type,ep_employment_2024,ep_employment_2034,ep_change_numeric,ep_change_percent,ep_openings_annual_avg,ep_median_annual_wage_2024,ep_entry_education,ep_work_experience,ep_on_the_job_training,ep_edu_grouped
2. Equipment Manufacturing,53-7051,Industrial Truck and Tractor Operators,detailed,2021,100.0,0.0021358393848782574,      Industrial truck and tractor operators,Line item,792.5,801.6,9.1,1.1,76.4,46390,No formal educational credential,nan,Short-term on-the-job training,HS or less
2. Equipment Manufacturing,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",detailed,2021,400.0,0.00854335753951303,"        Laborers and freight, stock, and material movers, hand",Line item,2988.9,3033.1,44.3,1.5,384.3,38940,No formal educational credential,nan,Short-term on-the-job training,HS or less
2. Equipment Manufacturing,53-7064,"Packers and Packagers, Hand",detailed,2021,50.0,0.0010679196924391287,"        Packers and packagers, hand",Line item,591.8,559.7,-32.2,-5.4,74.0,35580,No formal educational credential,nan,Short-term on-the-job training,HS or less
2. Equipment Manufacturing,53-7065,Stockers and Order Fillers,detailed,2021,380.0,0.008116189662537377,        Stockers and order fillers,Line item,2764.8,2999.8,235.0,8.5,472.3,37090,No formal educational credential,nan,Short-term on-the-job training,HS or less
3.Forging and foundries,00-0000,Total all occupations,major,2021,15950.0,,"Total, all occupations",Summary,169956.1,175167.9,5211.8,3.1,18863.3,49500,—,—,—,
3.Forging and foundries,11-0000,Management Occupations,major,2021,890.0,0.055834378920953574,  Management occupations,Summary,13607.6,14441.0,833.4,6.1,1147.9,122090,—,—,—,
3.Forging and foundries,11-1011,Chief Executives,detailed,2021,,,      Chief executives,Line item,309.4,322.7,13.3,4.3,22.2,206420,Bachelor's degree,5 years or more,nan,BA+
3.Forging and foundries,11-1021,General and Operations Managers,detailed,2021,230.0,0.015656909462219197,      General and operations managers,Line item,3712.9,3876.8,164.0,4.4,308.7,102950,Bachelor's degree,5 years or more,nan,BA+
3.Forging and foundries,11-2021,Marketing Managers,detailed,2021,,,        Marketing managers,Line item,407.0,433.7,26.7,6.6,34.3,161030,Bachelor's degree,5 years or more,nan,BA+
3.Forging and foundries,11-2022,Sales Managers,detailed,2021,60.0,0.0040844111640571815,        Sales managers,Line item,619.5,648.5,29.0,4.7,49.0,138060,Bachelor's degree,Less than 5 years,nan,BA+
3.Forging and foundries,11-3021,Computer and Information Systems Managers,detailed,2021,,,      Computer and information systems managers,Line item,667.1,768.7,101.6,15.2,55.6,171200,Bachelor's degree,5 years or more,nan,BA+
3.Forging and foundries,11-3031,Financial Managers,detailed,2021,50.0,0.0034036759700476512,      Financial managers,Line item,868.6,997.4,128.8,14.8,74.6,161700,Bachelor's degree,5 years or more,nan,BA+
3.Forging and foundries,11-3051,Industrial Production Managers,detailed,2021,300.0,0.02042205582028591,      Industrial production managers,Line item,241.9,246.5,4.6,1.9,17.1,121440,Bachelor's degree,5 years or more,nan,BA+
3.Forging and foundries,11-3061,Purchasing Managers,detailed,2021,,,      Purchasing managers,Line item,83.5,86.1,2.6,3.1,6.4,139510,Bachelor's degree,5 years or more,nan,BA+
3.Forging and foundries,11-3121,Human Resources Managers,detailed,2021,30.0,0.0020422055820285907,      Human resources managers,Line item,221.9,233.0,11.1,5.0,17.9,140030,Bachelor's degree,5 years or more,nan,BA+
3.Forging and foundries,11-9041,Architectural and Engineering Managers,detailed,2021,90.0,0.006126616746085773,      Architectural and engineering managers,Line item,212.5,220.5,8.0,3.8,14.5,167740,Bachelor's degree,5 years or more,nan,BA+
3.Forging and foundries,13-0000,Business and Financial Operations Occupations,major,2021,530.0,0.033249686323713924,  Business and financial operations occupations,Summary,11262.0,11848.9,586.9,5.2,942.5,80920,—,—,—,
3.Forging and foundries,13-1020,Buyers and Purchasing Agents,detailed,2021,110.0,0.007488087134104833,      Buyers and purchasing agents,Line item,522.2,552.3,30.1,5.8,52.2,75650,Bachelor's degree,nan,Moderate-term on-the-job training,BA+
3.Forging and foundries,13-1041,Compliance Officers,detailed,2021,,,      Compliance officers,Line item,418.0,430.3,12.3,3.0,33.3,78420,Bachelor's degree,nan,Moderate-term on-the-job training,BA+
3.Forging and foundries,13-1071,Human Resources Specialists,detailed,2021,70.0,0.004765146358066712,        Human resources specialists,Line item,944.3,1002.7,58.4,6.2,81.8,72910,Bachelor's degree,nan,nan,BA+
3.Forging and foundries,13-1082,Project Management Specialists,detailed,2021,70.0,0.004765146358066712,        Project management specialists,Line item,1046.3,1105.0,58.7,5.6,78.2,100750,Bachelor's degree,nan,nan,BA+
3.Forging and foundries,13-1161,Market Research Analysts and Marketing Specialists,detailed,2021,,,      Market research analysts and marketing specialists,Line item,941.7,1004.7,63.0,6.7,87.2,76950,Bachelor's degree,nan,nan,BA+
3.Forging and foundries,13-1199,"Business Operations Specialists, All Other",detailed,2021,100.0,0.0068073519400953025,"      Business operations specialists, all other",Line item,1205.7,1242.0,36.3,3.0,108.2,81270,Bachelor's degree,nan,nan,BA+
3.Forging and foundries,13-2011,Accountants and Auditors,detailed,2021,100.0,0.0068073519400953025,      Accountants and auditors,Line item,1579.8,1652.6,72.8,4.6,124.2,81680,Bachelor's degree,nan,nan,BA+
3.Forging and foundries,15-0000,Computer and Mathematical Occupations,major,2021,160.0,0.010037641154328732,  Computer and mathematical occupations,Summary,5416.7,5962.3,545.6,10.1,355.4,105850,—,—,—,
3.Forging and foundries,15-1232,Computer User Support Specialists,detailed,2021,40.0,0.002722940776038121,        Computer user support specialists,Line item,729.5,702.5,-27.0,-3.7,40.8,60340,"Some college, no degree",nan,Moderate-term on-the-job training,SC or associate's
3.Forging and foundries,15-1244,Network and Computer Systems Administrators,detailed,2021,,,        Network and computer systems administrators,Line item,331.5,317.7,-13.8,-4.2,14.3,96800,Bachelor's degree,nan,nan,BA+
3.Forging and foundries,15-1252,Software Developers,detailed,2021,40.0,0.002722940776038121,        Software developers,Line item,1693.8,1961.4,267.7,15.8,115.2,133080,Bachelor's degree,nan,nan,BA+
3.Forging and foundries,17-0000,Architecture and Engineering Occupations,major,2021,900.0,0.056461731493099125,  Architecture and engineering occupations,Summary,2648.4,2788.3,139.9,5.3,186.5,97310,—,—,—,
3.Forging and foundries,17-2112,Industrial Engineers,detailed,2021,440.0,0.029952348536419333,        Industrial engineers,Line item,351.1,389.6,38.5,11.0,25.2,101140,Bachelor's degree,nan,nan,BA+
3.Forging and foundries,17-2141,Mechanical Engineers,detailed,2021,250.0,0.01701837985023826,      Mechanical engineers,Line item,293.1,319.6,26.5,9.1,18.1,102320,Bachelor's degree,nan,nan,BA+
3.Forging and foundries,17-2199,"Engineers, All Other",detailed,2021,50.0,0.0034036759700476512,"      Engineers, all other",Line item,158.8,162.1,3.3,2.1,9.3,117750,Bachelor's degree,nan,nan,BA+
3.Forging and foundries,17-3013,Mechanical Drafters,detailed,2021,,,        Mechanical drafters,Line item,42.9,40.1,-2.8,-6.5,3.3,68510,Associate's degree,nan,nan,SC or associate's
3.Forging and foundries,17-3026,Industrial Engineering Technologists and Technicians,detailed,2021,50.0,0.0034036759700476512,        Industrial engineering technologists and technicians,Line item,74.6,75.9,1.3,1.7,6.3,64790,Associate's degree,nan,nan,SC or associate's
3.Forging and foundries,19-0000,"Life, Physical, and Social Science Occupations",major,2021,70.0,0.00439146800501882,"  Life, physical, and social science occupations",Summary,1609.5,1690.4,80.9,5.0,144.7,78980,—,—,—,
3.Forging and foundries,19-5011,Occupational Health and Safety Specialists,detailed,2021,,,      Occupational health and safety specialists,Line item,131.9,148.4,16.5,12.5,14.9,83910,Bachelor's degree,nan,nan,BA+
3.Forging and foundries,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2021,50.0,0.003136762860727729,"  Arts, design, entertainment, sports, and media occupations",Summary,3021.1,3104.6,83.5,2.8,289.4,60140,—,—,—,
3.Forging and foundries,27-1021,Commercial and Industrial Designers,detailed,2021,40.0,0.002722940776038121,        Commercial and industrial designers,Line item,30.6,31.6,1.0,3.2,2.5,79450,Bachelor's degree,nan,nan,BA+
3.Forging and foundries,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,2021,120.0,0.0075282308657465494,  Building and grounds cleaning and maintenance occupations,Summary,5715.9,5832.9,117.1,2.0,788.7,36790,—,—,—,
3.Forging and foundries,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,2021,120.0,0.008168822328114363,"        Janitors and cleaners, except maids and housekeeping cleaners",Line item,2447.7,2495.5,47.8,2.0,351.3,35930,No formal educational credential,nan,Short-term on-the-job training,HS or less
3.Forging and foundries,41-0000,Sales and Related Occupations,major,2021,220.0,0.013801756587202008,  Sales and related occupations,Summary,14532.6,14234.8,-297.8,-2.0,1786.8,37460,—,—,—,
3.Forging and foundries,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,2021,150.0,0.010211027910142955,"      Sales representatives, wholesale and manufacturing, except technical and scientific products",Line item,1310.5,1314.9,4.4,0.3,114.8,66780,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
3.Forging and foundries,41-9031,Sales Engineers,detailed,2021,50.0,0.0034036759700476512,      Sales engineers,Line item,56.8,59.9,3.1,5.5,5.0,121520,Bachelor's degree,nan,Moderate-term on-the-job training,BA+
3.Forging and foundries,43-0000,Office and Administrative Support Occupations,major,2021,1030.0,0.06461731493099122,  Office and administrative support occupations,Summary,19325.2,18563.3,-761.9,-3.9,1996.8,46320,—,—,—,
3.Forging and foundries,43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,2021,80.0,0.005445881552076242,      First-line supervisors of office and administrative support workers,Line item,1558.4,1554.4,-3.9,-0.3,144.5,66140,High school diploma or equivalent,Less than 5 years,nan,HS or less
3.Forging and foundries,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,2021,70.0,0.004765146358066712,"      Bookkeeping, accounting, and auditing clerks",Line item,1613.4,1519.1,-94.3,-5.8,170.0,49210,"Some college, no degree",nan,Moderate-term on-the-job training,SC or associate's
3.Forging and foundries,43-4051,Customer Service Representatives,detailed,2021,80.0,0.005445881552076242,      Customer service representatives,Line item,2814.0,2660.3,-153.7,-5.5,341.7,42830,High school diploma or equivalent,nan,Short-term on-the-job training,HS or less
3.Forging and foundries,43-5061,"Production, Planning, and Expediting Clerks",detailed,2021,110.0,0.007488087134104833,"      Production, planning, and expediting clerks",Line item,388.8,381.7,-7.1,-1.8,34.1,57770,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
3.Forging and foundries,43-5071,"Shipping, Receiving, and Inventory Clerks",detailed,2021,480.0,0.03267528931245745,"      Shipping, receiving, and inventory clerks",Line item,862.2,795.8,-66.3,-7.7,69.3,43190,High school diploma or equivalent,nan,Short-term on-the-job training,HS or less
3.Forging and foundries,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,2021,,,"      Secretaries and administrative assistants, except legal, medical, and executive",Line item,1944.0,1913.2,-30.8,-1.6,202.8,46290,High school diploma or equivalent,nan,Short-term on-the-job training,HS or less
3.Forging and foundries,43-9061,"Office Clerks, General",detailed,2021,120.0,0.008168822328114363,"      Office clerks, general",Line item,2646.0,2468.2,-177.8,-6.7,282.4,43630,High school diploma or equivalent,nan,Short-term on-the-job training,HS or less
3.Forging and foundries,47-0000,Construction and Extraction Occupations,major,2021,140.0,0.00878293601003764,  Construction and extraction occupations,Summary,7574.7,7968.8,394.1,5.2,649.3,58360,—,—,—,
3.Forging and foundries,47-2111,Electricians,detailed,2021,130.0,0.008849557522123894,      Electricians,Line item,818.7,896.1,77.4,9.5,81.0,62350,High school diploma or equivalent,nan,Apprenticeship,HS or less
3.Forging and foundries,49-0000,"Installation, Maintenance, and Repair Occupations",major,2021,940.0,0.05897114178168131,"  Installation, maintenance, and repair occupations",Summary,6492.9,6794.3,301.4,4.6,608.1,58230,—,—,—,
3.Forging and foundries,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",detailed,2021,100.0,0.0068073519400953025,"      First-line supervisors of mechanics, installers, and repairers",Line item,617.5,636.5,19.1,3.1,52.4,78300,High school diploma or equivalent,Less than 5 years,nan,HS or less
3.Forging and foundries,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",detailed,2021,30.0,0.0020422055820285907,"        Electrical and electronics repairers, commercial and industrial equipment",Line item,61.1,60.7,-0.5,-0.8,4.7,71300,Postsecondary nondegree award,nan,Long-term on-the-job training,SC or associate's
3.Forging and foundries,49-9041,Industrial Machinery Mechanics,detailed,2021,590.0,0.04016337644656229,        Industrial machinery mechanics,Line item,439.6,510.3,70.7,16.1,45.7,63760,High school diploma or equivalent,nan,Long-term on-the-job training,HS or less
3.Forging and foundries,49-9044,Millwrights,detailed,2021,100.0,0.0068073519400953025,        Millwrights,Line item,41.3,41.3,0.0,0.0,3.6,65170,High school diploma or equivalent,nan,Apprenticeship,HS or less
3.Forging and foundries,49-9071,"Maintenance and Repair Workers, General",detailed,2021,70.0,0.004765146358066712,"      Maintenance and repair workers, general",Line item,1629.7,1692.1,62.4,3.8,159.8,48620,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
3.Forging and foundries,51-0000,Production Occupations,major,2021,10100.0,0.6336260978670013,  Production occupations,Summary,9001.2,8901.6,-99.6,-1.1,963.4,45960,—,—,—,
3.Forging and foundries,51-1011,First-Line Supervisors of Production and Operating Workers,detailed,2021,750.0,0.05105513955071477,      First-line supervisors of production and operating workers,Line item,698.6,706.9,8.3,1.2,67.7,71190,High school diploma or equivalent,Less than 5 years,nan,HS or less
3.Forging and foundries,51-2041,Structural Metal Fabricators and Fitters,detailed,2021,,,      Structural metal fabricators and fitters,Line item,53.8,45.0,-8.8,-16.3,4.1,49900,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
3.Forging and foundries,51-2090,Miscellaneous Assemblers and Fabricators,detailed,2021,690.0,0.04697072838665759,      Miscellaneous assemblers and fabricators,Line item,1467.1,1465.9,-1.3,-0.1,156.3,42210,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
